txn_id,date,amount,currency,description,matched_counterparty,counterparty_id,match_tier,counterparty_default_coa
95728,2025-08-27,150000.00,SGD,"Converted 116,824.07 USD to 150,000.00 SGD",,,none,
95729,2025-08-27,-50000.00,SGD,Sent money to Drive Lah Pte. Ltd.,,,none,
95730,2025-08-27,-50000.00,SGD,Sent money to Drive Lah Pte. Ltd.,,,none,
95731,2025-08-28,-20000.00,SGD,Sent money to Drive Lah Pte. Ltd.,,,none,
95732,2025-09-01,-5000.00,SGD,Sent money to Drive Lah Pte. Ltd.,,,none,
95733,2025-09-01,-25000.00,SGD,Sent money to Drive Lah Pte. Ltd.,,,none,
95734,2025-09-09,6397.21,SGD,"Converted 5,000.00 USD to 6,397.21 SGD",,,none,
95735,2025-09-09,-6300.00,SGD,Sent money to Drive Lah Pte. Ltd.,,,none,
95736,2025-09-11,2557.49,SGD,"Converted 2,000.00 USD to 2,557.49 SGD",,,none,
95737,2025-09-11,-2500.00,SGD,Sent money to Drive Lah Pte. Ltd.,,,none,
95738,2025-09-22,2565.47,SGD,"Converted 2,000.00 USD to 2,565.47 SGD",,,none,
95739,2025-09-22,-2000.00,SGD,Sent money to Drive Lah Pte. Ltd.,,,none,
95740,2025-09-23,55767.40,SGD,Topped up account,,,none,
95741,2025-09-26,-56000.00,SGD,Sent money to Drive Lah Pte. Ltd.,,,none,
95742,2025-11-05,-400.00,SGD,Sent money to Drive Lah Pte. Ltd.,,,none,
