txn_id,date,amount,currency,description,matched_counterparty,counterparty_id,match_tier,counterparty_default_coa
98493,2022-06-22,200000.00,USD,INWARD TELEGRAPHIC TRANSFER,,,none,
98494,2022-06-22,-7.14,USD,INWARD TELEGRAPHIC TRANSFER COMM IB,,,none,
98495,2022-06-27,100000.00,USD,INWARD TELEGRAPHIC TRANSFER P4698774 232,,,none,
98496,2022-06-27,-7.16,USD,INWARD TELEGRAPHIC TRANSFER COMM IB,,,none,
98498,2022-07-05,1000.00,USD,INWARD TELEGRAPHIC TRANSFER P6095801 232,,,none,
98499,2022-07-05,-7.11,USD,INWARD TELEGRAPHIC TRANSFER COMM IB,,,none,
98500,2022-07-05,49000.00,USD,INWARD TELEGRAPHIC TRANSFER P6277701 232,,,none,
98501,2022-07-05,-7.09,USD,INWARD TELEGRAPHIC TRANSFER COMM IB,,,none,
98502,2022-07-06,50000.00,USD,INWARD TELEGRAPHIC TRANSFER P6540764 232,,,none,
98503,2022-07-06,-7.08,USD,INWARD TELEGRAPHIC TRANSFER COMM IB,,,none,
98509,2022-08-29,-72278.41,USD,MEPS PAYMENT 000000 EBHVT20823037355,,,none,
98510,2022-08-31,-144183.42,USD,REMITTANCE TRANSFER OF FUNDS 000000,,,none,
98515,2022-09-21,-181617.46,USD,REMITTANCE TRANSFER OF FUNDS 000000,,,none,
98517,2022-12-28,250000.00,USD,INWARD TELEGRAPHIC TRANSFER,,,none,
98518,2022-12-28,-7.37,USD,INWARD TELEGRAPHIC TRANSFER COMM IB,,,none,
98522,2023-01-03,50000.00,USD,INWARD TELEGRAPHIC TRANSFER,,,none,
98523,2023-01-03,-7.39,USD,INWARD TELEGRAPHIC TRANSFER COMM IB,,,none,
98524,2023-01-03,-56235.46,USD,MEPS PAYMENT 000000 EBHVT30101410175,,,none,
98525,2023-01-03,-13.31,USD,MEPS PAYMENT COMM & CHARGES 000000,,,none,
98526,2023-01-18,-76210.28,USD,MEPS PAYMENT 000000 EBHVT30117464798,,,none,
98527,2023-01-18,-13.54,USD,MEPS PAYMENT COMM & CHARGES 000000,,,none,
98528,2023-01-30,-38383.30,USD,REMITTANCE TRANSFER OF FUNDS 000000,,,none,
98535,2023-02-27,-44810.43,USD,REMITTANCE TRANSFER OF FUNDS 000000,,,none,
98539,2023-03-02,-20000.00,USD,OUTWARD TELEGRAPHIC TRANSFER 000000,,,none,
98540,2023-03-09,-37213.71,USD,REMITTANCE TRANSFER OF FUNDS 000000,,,none,
98549,2023-04-11,39986.00,USD,INWARD TELEGRAPHIC TRANSFER,,,none,
98550,2023-04-11,-7.45,USD,INWARD TELEGRAPHIC TRANSFER COMM IB,,,none,
98551,2023-04-11,39986.00,USD,INWARD TELEGRAPHIC TRANSFER,,,none,
